"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"신촌9길 16-1",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌9길 16-1,,,2,,,,,,33.53590355,126.6230974,2017-08-18
"엉클",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 213동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"아꼬아",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선진길 45-22(선흘리 1834-13),,,2,,,,,,33.46034902,126.7075875,2017-08-18
"친환경제주드림",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 2678-1(대흘리 2163-1),,,4,,,,,,33.50117828,126.651994,2017-08-18
"스위스마을109동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-27. 109동,,,2,,,,,,33.49396487,126.6770921,2017-08-18
"이지하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선진길 82(선흘리 469-21),,,2,,,,,,33.45839824,126.7102669,2017-08-18
"동행2단지206호",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 206동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"동행215동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 215동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"동행2단지216호",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 216동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"신촌블루스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌북2길 36,,,3,,,,,,33.5380113,126.6200259,2017-08-18
"스위스마을202동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 202동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"스위스마을212동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 212동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"스위스마을211동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 211동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"제제인",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 남조로 1772-8,,,3,,,,,,33.42624731,126.6751249,2017-08-18
"교래STAY517",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 비자림로 646-6,,,5,,,,,,33.43585883,126.6768209,2017-08-18
"집우집주",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천북1길 33(조천리 2723-1),,,2,,,,,,33.54175911,126.6350675,2017-08-18
"빌레마루",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함대로 46-1(함덕리 2974),,,3,,,,,,33.53996112,126.657463,2017-08-18
"곱은달집",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 곱은달길 10-4(대흘리585),,,1,,,,,,33.51477387,126.6699129,2017-08-18
"뭉클3",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌북길 17-1 제나동,,,5,,,,,,33.54817693,126.6905479,2017-08-18
"제주코기네",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 76-34,,,1,,,,,,33.5436241,126.6391204,2017-08-18
"조천스테이",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천9길 30-1,,,1,,,,,,33.53830748,126.6372718,2017-08-18
"동백",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 동백로 19,,,2,,,,,,33.50927599,126.7095013,2017-08-18
"시골민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌5길 40-3(신촌리 2006),,,4,,,,,,33.53762074,126.6213303,2017-08-18
"윈앤씨",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 174(신흥리 870),,,1,,,,,,33.55077775,126.6419115,2017-08-18
"휴가1995",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조흥길 95 가동(신흥리 430),,,1,,,,,,33.54645841,126.6461695,2017-08-18
"토브집",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌10길 20-5(신촌리 594-4),,,4,,,,,,33.53348209,126.6257095,2017-08-18
"까사델마마223",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 신촌서5길 99-1(신촌리 2426-1),,,5,,,,,,33.53583546,126.6154688,2017-08-18
"스위스마을107동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-27. 107동,,,2,,,,,,33.49404133,126.6771848,2017-08-18
"메종드쁘띠",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천북1길 28(조천리 2754-1),,,1,,,,,,33.54180169,126.6356305,2017-08-18
"스테이3355",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북선서길 246(선흘리 3355),,,1,,,,,,33.51474883,126.6907949,2017-08-18
"야호비치하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 582 2층,,,6,,,,,,33.54396524,126.6737222,2017-08-18
"블루문스테이",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함덕24길 14-4(함덕리4154-8),,,2,,,,,,33.54635611,126.6612761,2017-08-18
"함덕등대",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조함해안로 441. 2층(함덕리 3113-3),,,5,,,,,,33.54635611,126.6612761,2017-08-18
"멍3닷컴",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 와선로 236-14(선흘리 4033-7),,,3,,,,,,33.48341487,126.6978372,2017-08-18
"챠우",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로2길 25,,,3,,,,,,33.55339034,126.7438469,2017-08-18
"그리고세화게스트하우스 해변점",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1460 3층,,,3,,,,,,33.52430318,126.8612949,2017-08-18
"장도리민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도5길 27,,,2,,,,,,33.5192903,126.8795261,2017-08-18
"제주 동동",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대12길 41,,,2,,,,,,33.52141508,126.8470511,2017-08-18
"달콤한 아침",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로 35-9,,,2,,,,,,33.55218472,126.7989642,2017-08-18
"느량",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대1길 32-1,,,1,,,,,,33.52852569,126.8360116,2017-08-18
"갈매기민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세종로 283,,,3,,,,,,33.50093227,126.8834701,2017-08-18
"평대오길",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대5길 43,,,2,,,,,,33.53250358,126.8421535,2017-08-18
"평대 안트레",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대7길 35-1,,,1,,,,,,33.53130182,126.8432181,2017-08-18
"하도리 별방네",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로1길 76-1. 제1동,,,2,,,,,,33.52502149,126.8840093,2017-08-18
"월정첼로하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 42-1. 1동,,,1,,,,,,33.55462043,126.7971695,2017-08-18
"하도하도 3200",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 면수1길 38-2,,,1,,,,,,33.52470875,126.8644917,2017-08-18
"샨티샨티 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복로 70-1,,,2,,,,,,33.55268289,126.7138562,2017-08-18
"바람의 언덕",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로5길 35-18,,,4,,,,,,33.55653488,126.8040063,2017-08-18
"소풍",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 23,,,3,,,,,,33.55400747,126.7905877,2017-08-18
"하이제인",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 별방길 113,,,4,,,,,,33.52719333,126.879596,2017-08-18
"평대 모살코지",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대7길 39-2,,,2,,,,,,33.53191711,126.8429535,2017-08-18
"코코코 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상하도길 44-1,,,6,,,,,,33.51627059,126.8677046,2017-08-18
"하도리 오길 잘 했어",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로 22-10,,,5,,,,,,33.51810527,126.8844018,2017-08-18
"돗계 게스트",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,,,3,,,,,,33.53234001,126.8463571,2017-08-18
"셀러리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상하도길 38,,,3,,,,,,33.51620747,126.8681055,2017-08-18
"아이올래",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대서길 40 2동,,,1,,,,,,33.53590347,126.8362389,2017-08-18
"더 아이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 평대서길 40 1동,,,1,,,,,,33.53590347,126.8362389,2017-08-18
"레프트핸더게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상도북2길 17-12 1호,,,2,,,,,,33.52012938,126.864847,2017-08-18
"하도리엔",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로1길 35-5,,,1,,,,,,33.521742,126.8829464,2017-08-18
"젠틀리하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 24,,,5,,,,,,33.5532022,126.7979447,2017-08-18
"엄마랑 아빠랑 아이랑",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정7길 43-2,,,1,,,,,,33.55470825,126.7963159,2017-08-18
"언니네",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 54,,,2,,,,,,33.4924223,126.8995776,2017-08-18
"비자림 미담",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자숲길13 6동,,,2,,,,,,33.49546591,126.811916,2017-08-18
"지미스테이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도15길 153-3,,,3,,,,,,33.51294495,126.8972186,2017-08-18
"오멍가멍",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 충렬로2,,,1,,,,,,33.51186612,126.8482233,2017-08-18
"맑은 바람",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로1길 26-4,,,2,,,,,,33.55426123,126.8006209,2017-08-18
"모니카 문",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로22길 9-1,,,4,,,,,,33.55571437,126.7572955,2017-08-18
"징검다리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 69-3,,,3,,,,,,33.55682901,126.7932942,2017-08-18
"달집사의 서재",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로1길 38-24,,,1,,,,,,33.49505633,126.8999317,2017-08-18
"아로제",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1720,,,5,,,,,,33.5267703,126.8858077,2017-08-18
"오션스테이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2232 제2동,,,2,,,,,,33.50093971,126.9118791,2017-08-18
"포근海",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복로3길 30,,,1,,,,,,33.5549124,126.7138094,2017-08-18
b오M,민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화7길 31-1,,,1,,,,,,33.52358793,126.8608375,2017-08-18
"바우하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로 111-7,,,4,,,,,,33.52261842,126.8926465,2017-08-18
"블랙페이지",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로3길 22-10,,,1,,,,,,33.49456297,126.8991737,2017-08-18
"머물동복(STAY DONGBOK)",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 동복로 75-8,,,2,,,,,,33.55366775,126.7142198,2017-08-18
"바당지기",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 일주동로 1754,,,5,,,,,,33.55327693,126.7196493,2017-08-18
"월정리다",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정3길 45,,,2,,,,,,33.55524913,126.7941496,2017-08-18
"제주돌집 스코리아",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로1길 78,,,1,,,,,,33.55776662,126.7513638,2017-08-18
"사랑이 꽃피는 민박",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 김녕로19길 12,,,1,,,,,,33.55647296,126.7541997,2017-08-18
"꿈꾸는 물고기",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달논길 82,,,7,,,,,,33.4903141,126.9004576,2017-08-18
"월정포인트",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 526,,,4,,,,,,,,2017-08-18
"이디하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해녀박물관길 33-2,,,5,,,,,,,,2017-08-18
"그대봄",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 한동로6길 28 B동,,,1,,,,,,,,2017-08-18
"잠시라도",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 문주란로5길 34-2 안채,,,1,,,,,,,,2017-08-18
"남바마",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정1길 28 나동,,,1,,,,,,,,2017-08-18
"이왁게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정중길 19-13,,,4,,,,,,33.55828791,126.7911745,2017-08-18
"제주의 시간은 느리다",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상도로 30-4 나동,,,2,,,,,,33.51192543,126.8642245,2017-08-18
"아쿠아뷰티크",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 522,,,5,,,,,,33.55683151,126.8014572,2017-08-18
"한동안 제주",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 계룡길 25-22 (안채),,,2,,,,,,33.5377378,126.8343343,2017-08-18
"제주도 레인보우",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로 68-2 제1호,,,3,,,,,,33.49213839,126.8959346,2017-08-18
"감비나무",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 일주동로 2970,,,5,,,,,,33.52915464,126.8385517,2017-08-18
"스테이지하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,,,3,,,,,,33.49040512,126.9107191,2017-08-18
"돌멩이",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 비자림로 1872,,,2,,,,,,33.47497323,126.7791772,2017-08-18
"늘작",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 계룡길 26-9 (바깥채),,,1,,,,,,33.53902829,126.835730,2017-08-18
"써니 Ⅱ",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2232 제3동,,,2,,,,,,33.50093971,126.9118791,2017-08-18
"써니 Ⅰ",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 2228,,,2,,,,,,33.50129821,126.9121437,2017-08-18
"꼬따쥬",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로1길 32-4,,,3,,,,,,33.55473546,126.8002258,2017-08-18
"해녀와 초가집",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 하도13길 65 (나동),,,1,,,,,,33.51065876,126.8931234,2017-08-18
"탐탐56",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상하도길 56 A동,,,4,,,,,,33.51571766,126.866306,2017-08-18
"악당토끼 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1900,,,4,,,,,,33.5189885,126.9001649,2017-08-18
"와락게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세평항로 45-4,,,7,,,,,,33.52754088,126.8547736,2017-08-18
"달나비",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 월정5길 48-3 (안채),,,1,,,,,,33.55489109,126.7951779,2017-08-18
"어등개",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 행원로5길 31-1 (안채),,,1,,,,,,33.55578966,126.8050527,2017-08-18
"달비치",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 474,,,4,,,,,,33.55507782,126.797205,2017-08-18
"이안재",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 종달로5길 35-1,,,1,,,,,,33.49325981,126.9003112,2017-08-18
"월정리 풍경",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 458,,,2,,,,,,,,2017-08-18
"아버지의 바다",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1554 제1동,,,3,,,,,,33.52818679,126.8697309,2017-08-18
"만조 풀하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 면수길 38 제1동,,,1,,,,,,33.52416284,126.8663004,2017-08-18
"패밀리 하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 상도로 3,,,2,,,,,,33.51385952,126.8661653,2017-08-18
"여래 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 세화7길 31-2,,,3,,,,,,33.52371291,126.8608529,2017-08-18
